year,step8,time_id,concurrent_represented_population,concurrent_cities,inversion_threshold_c
2020,12,793,6832471.3058,8,0.0
2020,13,794,14173520.54918,9,0.0
2020,14,795,2579330.87628,9,0.0
2020,15,796,4348505.42565,13,0.0
2020,16,797,7693706.95079,14,0.0
2020,17,798,20623138.31816,15,0.0
2020,18,799,7075086.56547,14,0.0
2020,19,800,39193791.77782,11,0.0
2020,20,801,18090763.25857,40,0.0
2020,21,802,176264.24180000002,2,0.0
2020,22,803,52217207.305089995,17,0.0
2020,23,804,27917615.14949,42,0.0
2020,24,805,9013735.11993,17,0.0
2020,25,806,26038915.377469998,24,0.0
2020,26,807,36728960.198079996,31,0.0
2020,27,808,39351488.650649995,47,0.0
2020,28,809,66419281.867649995,108,0.0
2020,29,810,20791207.07984,63,0.0
2020,30,811,33730217.54576,48,0.0
2020,31,812,32611437.26702,22,0.0
2020,33,814,14883809.48422,27,0.0
2020,35,816,4850093.1581500005,15,0.0
2020,36,817,9017784.434940001,19,0.0
2020,38,819,296516.0661,1,0.0
2020,39,820,84459.96572,1,0.0
2020,40,821,3389936.0892000003,8,0.0
2020,41,822,1755161.70573,4,0.0
2020,42,823,10513206.17416,21,0.0
2020,43,824,1359104.504,1,0.0
2020,44,825,1861333.0841100002,4,0.0
2020,46,827,1296097.2676,3,0.0
2021,2,829,253727.39705,3,0.0
2021,4,831,1127547.5098,6,0.0
2021,5,832,661387.04814,2,0.0
2021,6,833,582510.2496,1,0.0
2021,7,834,713993.531,3,0.0
2021,8,835,6779560.54315,5,0.0
2021,9,836,5301014.8769,4,0.0
2021,11,838,3111768.09532,9,0.0
2021,12,839,467764.0237,3,0.0
2021,13,840,2264673.4480999997,3,0.0
2021,14,841,9246968.55741,9,0.0
2021,15,842,6516394.65587,11,0.0
2021,17,844,1151830.8506,3,0.0
2021,18,845,58848128.45521,13,0.0
2021,19,846,51833810.05003,11,0.0
2021,20,847,2434869.8663,2,0.0
2021,21,848,12702849.36515,11,0.0
2021,22,849,15083950.97278,21,0.0
2021,23,850,32656409.97648,50,0.0
2021,24,851,52546300.02395,41,0.0
2021,25,852,17510259.34918,39,0.0
2021,26,853,13549492.386969998,13,0.0
2021,27,854,34737433.72528,20,0.0
2021,28,855,26100654.68408,30,0.0
2021,29,856,14109742.66568,27,0.0
2021,30,857,8874832.70774,19,0.0
2021,31,858,3808352.3134000003,6,0.0
2021,32,859,5586066.23481,16,0.0
2021,33,860,5011738.943539999,7,0.0
2021,34,861,6018951.74226,13,0.0
2021,36,863,5035998.0759000005,9,0.0
2021,38,865,477915.47124,2,0.0
2021,39,866,1396449.41505,2,0.0
2021,40,867,5349941.52078,7,0.0
2021,41,868,2542224.4438,8,0.0
2021,42,869,596577.37888,4,0.0
2021,43,870,5973339.5583,7,0.0
2021,44,871,9929262.57781,20,0.0
2021,45,872,4392578.11197,19,0.0
2021,46,873,22533409.05338,28,0.0
2022,1,874,1488381.94976,7,0.0
2022,2,875,6695304.4941,15,0.0
2022,3,876,4085263.16734,15,0.0
2022,4,877,3988681.0289,14,0.0
2022,5,878,416874.6149,1,0.0
2022,6,879,611942.2250699999,4,0.0
2022,7,880,2562456.04041,16,0.0
2022,8,881,4008784.32554,21,0.0
2022,9,882,2357166.41747,17,0.0
2022,10,883,5800270.54564,8,0.0
2022,11,884,3268139.25065,5,0.0
2022,12,885,4997758.53713,7,0.0
2022,13,886,9305152.848650001,9,0.0
2022,14,887,141728.8339,1,0.0
2022,16,889,363401.4929,2,0.0
2022,17,890,26828354.177619997,7,0.0
2022,18,891,31729804.99517,15,0.0
2022,19,892,7680109.744220001,4,0.0
2022,20,893,7767559.4764,14,0.0
2022,21,894,6519464.92954,25,0.0
2022,22,895,23048540.66686,75,0.0
2022,23,896,22713237.32741,85,0.0
2022,24,897,35470326.06781,58,0.0
2022,25,898,101642599.41729,141,0.0
2022,26,899,98602247.30296,163,0.0
2022,27,900,120495568.00622,185,0.0
2022,28,901,131781953.74874,213,0.0
2022,29,902,112218751.71377,233,0.0
2022,30,903,103875263.48103,131,0.0
2022,31,904,34632388.171509996,91,0.0
2022,32,905,10277547.76123,38,0.0
2022,33,906,1739809.26524,4,0.0
2022,35,908,159654.4889,1,0.0
2022,36,909,1143002.0213,3,0.0
2022,38,911,1710847.6787,5,0.0
2022,39,912,1168626.58408,3,0.0
2022,40,913,741555.9894,2,0.0
2022,42,915,3767328.36664,4,0.0
2022,43,916,17724369.75232,11,0.0
2022,44,917,7390194.10082,5,0.0
2022,45,918,517707.4456,1,0.0
2023,1,920,16723404.67745,8,0.0
2023,2,921,16501802.006790001,10,0.0
2023,3,922,11712393.32984,10,0.0
2023,4,923,4027152.9489800003,13,0.0
2023,5,924,1385040.0613199999,5,0.0
2023,6,925,25115545.83305,21,0.0
2023,7,926,13779861.624839999,12,0.0
2023,8,927,26448179.82336,14,0.0
2023,9,928,14809447.3208,5,0.0
2023,10,929,15742829.861170001,7,0.0
2023,11,930,358950.01856999996,3,0.0
2023,13,932,11009418.29562,7,0.0
2023,14,933,13308016.295729998,15,0.0
2023,15,934,8369674.15618,6,0.0
2023,16,935,5518256.186729999,8,0.0
2023,17,936,8910456.776589999,11,0.0
2023,18,937,10691724.4202,6,0.0
2023,19,938,17613525.69038,15,0.0
2023,20,939,20069098.86717,44,0.0
2023,21,940,48437138.07887,92,0.0
2023,22,941,138660679.86318,137,0.0
2023,23,942,12680119.50904,30,0.0
2023,24,943,28268194.29496,39,0.0
2023,25,944,78004709.87481,72,0.0
2023,26,945,29795568.248770002,40,0.0
2023,27,946,54485839.70798,38,0.0
2023,28,947,54391475.19174,20,0.0
2023,29,948,31234099.33953,55,0.0
2023,30,949,44866644.017349996,77,0.0
2023,31,950,48570072.51454,49,0.0
2023,32,951,30382430.69473,42,0.0
2023,33,952,9305543.72499,18,0.0
2023,34,953,12420637.505619999,15,0.0
2023,35,954,48724563.02935,12,0.0
2023,36,955,16857327.671269998,13,0.0
2023,37,956,10634532.94411,15,0.0
2023,38,957,2077654.05715,4,0.0
2023,39,958,15454095.54013,13,0.0
2023,40,959,10890099.43033,17,0.0
2023,41,960,13982585.20427,27,0.0
2023,42,961,6035176.1689100005,9,0.0
2023,43,962,5594922.45072,19,0.0
2023,44,963,14719761.141329998,21,0.0
2023,45,964,6576882.21244,28,0.0
2023,46,965,4664411.51404,22,0.0
2024,1,966,7114061.73804,19,0.0
2024,2,967,28477977.32944,25,0.0
2024,3,968,8480947.404959999,15,0.0
2024,4,969,6420125.4903,6,0.0
2024,5,970,4468858.92259,15,0.0
2024,6,971,50742644.96252,26,0.0
2024,7,972,14348419.92869,8,0.0
2024,8,973,6825293.14115,13,0.0
2024,9,974,12762867.20302,20,0.0
2024,10,975,44621556.30762,41,0.0
2024,11,976,54058510.355,23,0.0
2024,12,977,42988096.670159996,10,0.0
2024,13,978,44511566.737849995,20,0.0
2024,14,979,26531509.15625,20,0.0
2024,15,980,76477292.53772,41,0.0
2024,16,981,127992923.83592999,61,0.0
2024,17,982,58593981.03773,33,0.0
2024,18,983,63703484.13189,55,0.0
2024,19,984,63669711.245629996,51,0.0
2024,20,985,89449037.59021,42,0.0
2024,21,986,79180422.10407999,100,0.0
2024,22,987,131163329.04911,103,0.0
2024,23,988,43933505.36178,59,0.0
2024,24,989,24394099.40992,46,0.0
2024,25,990,23821158.08073,52,0.0
2024,26,991,65644442.90908,86,0.0
2024,27,992,14863152.2681,33,0.0
2024,28,993,30694337.72471,38,0.0
2024,29,994,85440501.00072,77,0.0
2024,30,995,30042765.95941,63,0.0
2024,31,996,61819791.91646,136,0.0
2024,32,997,50383221.715050004,100,0.0
2024,33,998,36013915.34883,44,0.0
2024,34,999,19223000.26885,13,0.0
2024,35,1000,12361766.7473,23,0.0
2024,36,1001,3558805.07759,5,0.0
2024,37,1002,7368048.868600001,3,0.0
2024,38,1003,11787113.06614,9,0.0
2024,39,1004,44232567.70178,6,0.0
2024,40,1005,99477.40029,1,0.0
2024,41,1006,217876.36443000002,3,0.0
2024,42,1007,1030576.80891,4,0.0
2024,43,1008,2050991.3981,6,0.0
2024,44,1009,13883440.32463,11,0.0
2024,45,1010,7842336.52148,9,0.0
2024,46,1011,6621212.09858,7,0.0
2025,1,1012,645116.5988,2,0.0
2025,2,1013,8752344.88917,14,0.0
2025,3,1014,3159340.61874,9,0.0
2025,4,1015,10820488.63122,5,0.0
2025,5,1016,15786932.78158,15,0.0
2025,6,1017,13388751.188609999,14,0.0
2025,7,1018,20477099.711179998,10,0.0
2025,8,1019,29775444.707679998,55,0.0
2025,9,1020,20096701.482240003,46,0.0
2025,10,1021,7438664.93982,17,0.0
2025,11,1022,174023.2926,1,0.0
2025,12,1023,721130.3222,1,0.0
2025,13,1024,174023.2926,1,0.0
2025,14,1025,74687.06014,1,0.0
2025,15,1026,23540116.67944,6,0.0
2025,16,1027,64408.20068,1,0.0
2025,17,1028,1374076.41393,3,0.0
2025,18,1029,6871493.1989,10,0.0
2025,19,1030,3140468.27498,3,0.0
2025,20,1031,1627957.1283,3,0.0
2025,21,1032,17424320.05197,33,0.0
2025,22,1033,30358007.25154,73,0.0
2025,23,1034,54082664.98841,146,0.0
2025,24,1035,65914797.49807,114,0.0
2025,25,1036,55032418.66606,143,0.0
2025,26,1037,52941786.66653,108,0.0
2025,27,1038,80091976.64366001,96,0.0
2025,28,1039,70278078.49187,92,0.0
2025,29,1040,41575104.49821,114,0.0
2025,30,1041,46109363.47153,69,0.0
2025,31,1042,46538002.221140005,55,0.0
2025,32,1043,23315811.75285,24,0.0
2025,33,1044,4457344.10678,7,0.0
2025,34,1045,1100276.2991,2,0.0
2025,35,1046,1752525.73558,11,0.0
2025,36,1047,5072596.449820001,4,0.0
2025,37,1048,896119.92674,4,0.0
2025,38,1049,3251119.5311,3,0.0
2025,39,1050,2544696.62281,2,0.0
2025,40,1051,853705.7149,1,0.0
2025,42,1053,270540.97969999997,2,0.0
2025,43,1054,1676250.9001099998,8,0.0
2025,44,1055,317890.0627,1,0.0
2025,45,1056,1280538.1061,2,0.0
2025,46,1057,13586697.84088,19,0.0
2003,2,1,1601477.32317,3,0.1
2003,3,2,2295731.22756,4,0.1
2003,4,3,4448982.08551,5,0.1
2003,5,4,11359211.42683,11,0.1
2003,6,5,10633057.655829998,8,0.1
2003,7,6,50276.8408,1,0.1
2003,8,7,1593057.51229,8,0.1
2003,9,8,10263931.045429999,4,0.1
2003,10,9,378530.3996,3,0.1
2003,11,10,712092.2586000001,2,0.1
2003,12,11,276403.3823,2,0.1
2003,13,12,1658418.78714,5,0.1
2003,14,13,176275.00665,2,0.1
2003,15,14,4634244.248199999,5,0.1
2003,16,15,1748114.6638,8,0.1
2003,17,16,21503778.80912,15,0.1
2003,18,17,40129673.92481,17,0.1
2003,19,18,5744274.4073,15,0.1
2003,20,19,29511130.61852,40,0.1
2003,21,20,23262467.89136,60,0.1
2003,22,21,1713763.0161899999,9,0.1
2003,23,22,5617351.22068,21,0.1
2003,24,23,3249227.7466,6,0.1
2003,25,24,44236174.0742,52,0.1
2003,26,25,17237866.9062,52,0.1
2003,27,26,15954556.49402,32,0.1
2003,28,27,45954695.54505,127,0.1
2003,29,28,27529594.972659998,127,0.1
2003,30,29,23329294.99274,66,0.1
2003,31,30,15675242.078179998,11,0.1
2003,33,32,2385301.886,7,0.1
2003,35,34,129051.0553,1,0.1
2003,36,35,264452.9571,2,0.1
2003,38,37,230942.30177,2,0.1
2003,40,39,182101.3636,1,0.1
2003,41,40,2014993.80549,3,0.1
2003,42,41,84221.02736,1,0.1
2003,44,43,10961494.55083,5,0.1
2003,45,44,221674.87633,2,0.1
2004,1,46,278356.3117,1,0.1
2004,2,47,4822188.85941,4,0.1
2004,3,48,910909.7178,1,0.1
2004,4,49,910909.7178,1,0.1
2004,6,51,331173.97525,3,0.1
2004,9,54,4872845.5347,2,0.1
2004,10,55,25002786.0071,7,0.1
2004,11,56,4394233.32556,6,0.1
2004,12,57,20145235.271,3,0.1
2004,13,58,1357547.955,1,0.1
2004,14,59,670308.63465,5,0.1
2004,15,60,6325337.4501,2,0.1
2004,16,61,91740.46784,1,0.1
2004,17,62,6353551.0214,8,0.1
2004,18,63,29713468.8083,11,0.1
2004,19,64,23871198.67214,3,0.1
2004,21,66,1443140.22974,3,0.1
2004,22,67,4019927.9733,3,0.1
2004,23,68,10933998.810309999,13,0.1
2004,24,69,4382650.01203,7,0.1
2004,25,70,7168933.0978,5,0.1
2004,26,71,19008643.60983,24,0.1
2004,27,72,6903821.36084,15,0.1
2004,28,73,2156143.41823,6,0.1
2004,29,74,20372208.05604,19,0.1
2004,30,75,1821564.9922500001,4,0.1
2004,31,76,1949859.502,1,0.1
2004,37,82,1192036.5775,3,0.1
2004,38,83,924566.4405,1,0.1
2004,40,85,51251.53819,1,0.1
2004,42,87,298992.6473,1,0.1
2005,1,92,3956276.67997,4,0.1
2005,2,93,3533370.361,1,0.1
2005,4,95,246785.78648999997,2,0.1
2005,6,97,78333.67209,1,0.1
2005,7,98,5466596.6704,21,0.1
2005,8,99,917924.1269,4,0.1
2005,9,100,6469711.865259999,16,0.1
2005,10,101,861932.7849,1,0.1
2005,11,102,2156647.409,3,0.1
2005,12,103,2676978.9762000004,2,0.1
2005,13,104,15329021.44111,5,0.1
2005,14,105,2329292.4256,4,0.1
2005,15,106,14612188.79537,2,0.1
2005,16,107,30100795.57035,8,0.1
2005,17,108,581362.3793,2,0.1
2005,18,109,37378736.57829,16,0.1
2005,19,110,11929134.65994,15,0.1
2005,20,111,32538699.621,47,0.1
2005,21,112,97367783.35489,48,0.1
2005,22,113,44390357.29994,26,0.1
2005,23,114,23340621.14577,50,0.1
2005,24,115,14769858.48731,19,0.1
2005,25,116,16518641.967039999,15,0.1
2005,26,117,1551342.33519,8,0.1
2005,27,118,3446888.60407,15,0.1
2005,28,119,15625267.926199999,39,0.1
2005,29,120,2774784.08546,18,0.1
2005,30,121,14197658.75,1,0.1
2005,31,122,15351114.18303,13,0.1
2005,32,123,7963303.30786,14,0.1
2005,33,124,7952500.1523,5,0.1
2005,34,125,879631.625,1,0.1
2005,35,126,129051.0553,1,0.1
2005,36,127,310875.38102000003,2,0.1
2005,37,128,643486.50539,2,0.1
2005,38,129,596285.3981999999,3,0.1
2005,41,132,4558800.68119,6,0.1
2005,42,133,77471.11519,1,0.1
2005,44,135,614857.79181,5,0.1
2005,45,136,228871.05895,3,0.1
2005,46,137,496783.04705,7,0.1
2006,1,138,1942531.85432,5,0.1
2006,2,139,784608.41923,4,0.1
2006,3,140,3647291.9882300003,8,0.1
2006,4,141,1597153.18751,7,0.1
2006,5,142,1942300.46272,7,0.1
2006,6,143,6780644.16377,7,0.1
2006,7,144,1726115.58366,4,0.1
2006,8,145,110889.7051,1,0.1
2006,10,147,4757906.591200001,2,0.1
2006,11,148,369531.51061,2,0.1
2006,12,149,1359616.605,1,0.1
2006,15,152,510651.7887,1,0.1
2006,16,153,4217374.1968,4,0.1
2006,17,154,1721139.7744,3,0.1
2006,21,158,4531244.15902,8,0.1
2006,22,159,18319953.24452,23,0.1
2006,23,160,4302435.4538,22,0.1
2006,24,161,13208868.967559999,27,0.1
2006,25,162,14766687.14225,43,0.1
2006,26,163,42748795.05242,107,0.1
2006,27,164,27899231.81239,78,0.1
2006,28,165,7578466.71033,19,0.1
2006,29,166,5592406.78196,20,0.1
2006,30,167,5163783.47853,14,0.1
2006,31,168,13651974.74582,7,0.1
2006,32,169,223479.33423,3,0.1
2006,35,172,10488435.82364,2,0.1
2006,36,173,3046949.79957,7,0.1
2006,37,174,40662106.5815,2,0.1
2006,38,175,239737.844,1,0.1
2006,39,176,8742462.194969999,2,0.1
2006,40,177,730449.2781,2,0.1
2006,41,178,10332858.0901,8,0.1
2006,42,179,768484.0941,4,0.1
2006,43,180,1888199.564,1,0.1
2006,44,181,2235116.4309,3,0.1
2007,2,185,245489.83358,3,0.1
2007,3,186,148941.25902,2,0.1
2007,4,187,14827233.299420001,5,0.1
2007,5,188,1018407.8172200001,4,0.1
2007,6,189,56382.13578,1,0.1
2007,7,190,3669466.09024,3,0.1
2007,8,191,11471934.0836,7,0.1
2007,9,192,5159688.0216,3,0.1
2007,10,193,5876192.57921,5,0.1
2007,11,194,1538155.5375199998,3,0.1
2007,12,195,12842376.887640001,8,0.1
2007,13,196,938328.4515,1,0.1
2007,16,199,1025061.26444,3,0.1
2007,17,200,300409.4608,1,0.1
2007,18,201,1336383.1703,4,0.1
2007,19,202,5967508.52099,17,0.1
2007,20,203,8359530.8266,12,0.1
2007,21,204,3658833.01211,6,0.1
2007,22,205,4008349.45314,17,0.1
2007,23,206,5838595.37995,19,0.1
2007,24,207,3980760.05673,16,0.1
2007,25,208,22917847.49832,28,0.1
2007,26,209,22724775.16379,73,0.1
2007,27,210,18776551.32215,41,0.1
2007,28,211,10006076.18952,30,0.1
2007,29,212,5855733.81268,14,0.1
2007,30,213,43196055.74386,25,0.1
2007,31,214,2608258.5186799997,8,0.1
2007,32,215,561946.8495,3,0.1
2007,34,217,767013.69653,4,0.1
2007,35,218,2135016.8081,2,0.1
2007,36,219,1859397.5281099998,12,0.1
2007,37,220,440606.83979,4,0.1
2007,39,222,2002461.6173999999,2,0.1
2007,40,223,1099676.6741,2,0.1
2007,41,224,983295.5776,1,0.1
2007,42,225,232957.68066999997,3,0.1
2007,44,227,278356.3117,1,0.1
2008,2,231,426629.95157,2,0.1
2008,4,233,75159.12366,1,0.1
2008,5,234,1888840.8103999998,3,0.1
2008,6,235,355235.9665,1,0.1
2008,7,236,5573135.534399999,4,0.1
2008,8,237,1147656.32711,6,0.1
2008,9,238,1320840.5457,2,0.1
2008,10,239,5184743.7284699995,4,0.1
2008,11,240,7642801.0049,3,0.1
2008,15,244,1481591.9256,3,0.1
2008,16,245,2304204.7801,2,0.1
2008,18,247,4523599.59721,8,0.1
2008,20,249,910627.8840399999,4,0.1
2008,21,250,2924014.7482399996,5,0.1
2008,23,252,6110500.35307,9,0.1
2008,24,253,4009363.3337,3,0.1
2008,25,254,5012605.80661,8,0.1
2008,26,255,10640113.871779999,12,0.1
2008,27,256,18897133.87674,13,0.1
2008,28,257,10359244.01094,15,0.1
2008,29,258,14102568.91285,5,0.1
2008,30,259,7873738.273010001,11,0.1
2008,31,260,1565389.51712,5,0.1
2008,32,261,1222002.9071499999,4,0.1
2008,33,262,451566.5571,1,0.1
2008,34,263,797409.32264,4,0.1
2008,35,264,412535.7956,2,0.1
2008,36,265,879631.625,1,0.1
2008,38,267,192786.8071,1,0.1
2008,39,268,1852718.46345,9,0.1
2008,40,269,253625.5111,1,0.1
2008,41,270,253625.5111,1,0.1
2008,42,271,762830.6605,1,0.1
2008,43,272,258392.14835,2,0.1
2008,44,273,460656.06868,2,0.1
2008,45,274,1078591.15912,6,0.1
2008,46,275,291397.88636,2,0.1
2009,2,277,1355753.37617,5,0.1
2009,3,278,4544736.2197,2,0.1
2009,4,279,122064.57360999999,2,0.1
2009,5,280,938328.4515,1,0.1
2009,7,282,279514.821,1,0.1
2009,8,283,98411.45174,1,0.1
2009,10,285,561529.3965,1,0.1
2009,11,286,8254354.15644,7,0.1
2009,12,287,158560.1771,2,0.1
2009,13,288,7005025.9186,4,0.1
2009,14,289,1786944.5514,4,0.1
2009,15,290,4726961.76595,8,0.1
2009,16,291,38460778.77811,16,0.1
2009,17,292,32091128.096359998,12,0.1
2009,18,293,20895917.0163,3,0.1
2009,19,294,928627.1087,2,0.1
2009,20,295,211845.37258999998,2,0.1
2009,21,296,51721952.275400005,11,0.1
2009,22,297,33343708.53684,20,0.1
2009,23,298,27044126.04032,43,0.1
2009,24,299,13237541.18632,22,0.1
2009,25,300,27181487.086199995,30,0.1
2009,26,301,38954651.90043,21,0.1
2009,27,302,59084697.7042,22,0.1
2009,28,303,40296711.7961,31,0.1
2009,29,304,8035411.7970199995,13,0.1
2009,30,305,15518201.207589999,15,0.1
2009,31,306,3051914.18978,6,0.1
2009,32,307,1559796.6568,7,0.1
2009,33,308,924566.4405,1,0.1
2009,35,310,182101.3636,1,0.1
2009,37,312,1357547.955,1,0.1
2009,39,314,2343814.8838,2,0.1
2009,40,315,8912963.5821,3,0.1
2009,42,317,166828.6139,1,0.1
2009,44,319,538878.09579,3,0.1
2009,45,320,160351.70767,2,0.1
2009,46,321,68991.03697,1,0.1
2010,2,323,4088149.89474,2,0.1
2010,3,324,6190844.61579,3,0.1
2010,4,325,865532.91609,4,0.1
2010,5,326,3342531.19591,4,0.1
2010,6,327,4879675.371619999,5,0.1
2010,7,328,15891022.444500001,9,0.1
2010,8,329,2993764.5955,4,0.1
2010,9,330,3619066.3636,3,0.1
2010,10,331,969775.21859,5,0.1
2010,11,332,11876651.966500001,5,0.1
2010,12,333,10419360.65,1,0.1
2010,13,334,14031579.72634,17,0.1
2010,14,335,4409757.253520001,4,0.1
2010,15,336,2906486.49353,8,0.1
2010,16,337,94938.5797,1,0.1
2010,17,338,11273257.11604,10,0.1
2010,18,339,37540038.982820004,7,0.1
2010,19,340,10603165.0483,9,0.1
2010,20,341,34729086.48727,10,0.1
2010,21,342,1949756.45327,7,0.1
2010,22,343,36191905.4746,8,0.1
2010,23,344,61222196.65135,98,0.1
2010,24,345,39838216.05149,81,0.1
2010,25,346,18168358.54257,41,0.1
2010,26,347,28722109.99196,30,0.1
2010,27,348,26993238.63184,18,0.1
2010,28,349,58648521.92238,41,0.1
2010,29,350,36361771.15119,33,0.1
2010,30,351,2569984.47568,5,0.1
2010,31,352,3109898.4378,8,0.1
2010,32,353,12242474.09626,17,0.1
2010,33,354,891386.2393,3,0.1
2010,34,355,192786.8071,1,0.1
2010,35,356,594528.7106999999,2,0.1
2010,36,357,732671.3346,3,0.1
2010,38,359,84221.02736,1,0.1
2010,39,360,973118.6023,3,0.1
2010,40,361,587388.0278,1,0.1
2010,43,364,1357547.955,1,0.1
2010,45,366,633196.1256,1,0.1
2011,2,369,628217.6479,1,0.1
2011,4,371,72491.84693,1,0.1
2011,5,372,101345.1578,1,0.1
2011,6,373,10341924.36519,7,0.1
2011,7,374,6482299.07617,9,0.1
2011,8,375,539724.07942,2,0.1
2011,9,376,4362904.089199999,4,0.1
2011,10,377,4084009.66195,3,0.1
2011,11,378,3847557.992,1,0.1
2011,12,379,5123042.68455,8,0.1
2011,13,380,437308.9181,2,0.1
2011,14,381,219703.6849,1,0.1
2011,16,383,124580.1316,1,0.1
2011,18,385,1384014.169,1,0.1
2011,19,386,755406.63829,3,0.1
2011,20,387,6720446.77582,18,0.1
2011,21,388,29143171.94845,16,0.1
2011,22,389,25023256.383449998,18,0.1
2011,23,390,1067566.98351,7,0.1
2011,24,391,6772544.11503,17,0.1
2011,25,392,8473358.40849,21,0.1
2011,26,393,22482769.46835,48,0.1
2011,27,394,7489163.0557,21,0.1
2011,28,395,7082519.293579999,14,0.1
2011,29,396,3935863.6873999997,6,0.1
2011,30,397,7041558.23694,19,0.1
2011,31,398,13585964.98356,25,0.1
2011,32,399,1447829.4296199998,6,0.1
2011,39,406,50409.96989,1,0.1
2011,40,407,182281.9105,1,0.1
2011,41,408,156542.58120000002,3,0.1
2011,42,409,1028776.293,1,0.1
2011,43,410,54336.48652,1,0.1
2011,45,412,1976141.8721,2,0.1
2011,46,413,1083112.7795199999,2,0.1
2012,1,414,1305022.38457,3,0.1
2012,2,415,19238881.44004,8,0.1
2012,3,416,1564075.66784,5,0.1
2012,4,417,806517.8929,1,0.1
2012,5,418,2927638.28079,10,0.1
2012,6,419,2927807.4950099997,9,0.1
2012,7,420,2899832.1982,10,0.1
2012,8,421,775313.25732,5,0.1
2012,9,422,298992.6473,1,0.1
2012,11,424,7078164.63542,7,0.1
2012,12,425,12804840.601259999,6,0.1
2012,13,426,91250.55975,1,0.1
2012,14,427,91250.55975,1,0.1
2012,16,429,339675.4495,2,0.1
2012,17,430,991525.4534,1,0.1
2012,18,431,8850016.52065,14,0.1
2012,19,432,9474675.15074,21,0.1
2012,20,433,24383578.86253,21,0.1
2012,21,434,32718907.62584,32,0.1
2012,22,435,25236664.34347,55,0.1
2012,23,436,36738215.315409996,58,0.1
2012,24,437,24124304.41837,67,0.1
2012,25,438,36464675.67024,67,0.1
2012,26,439,14621322.537729999,32,0.1
2012,27,440,35313246.73458,72,0.1
2012,28,441,36789469.33405,96,0.1
2012,29,442,14134880.18533,14,0.1
2012,30,443,19297989.10649,58,0.1
2012,31,444,26874056.40752,24,0.1
2012,32,445,4311560.4717999995,2,0.1
2012,33,446,166165.5595,1,0.1
2012,34,447,983295.5776,1,0.1
2012,36,449,983295.5776,1,0.1
2012,38,451,272205.14234,3,0.1
2012,39,452,4536133.70545,3,0.1
2012,40,453,2076037.334,1,0.1
2012,41,454,298992.6473,1,0.1
2012,42,455,1010820.29843,2,0.1
2012,43,456,660681.95212,3,0.1
2012,44,457,6519849.47199,11,0.1
2012,45,458,493379.90202000004,4,0.1
2012,46,459,139907.62125999999,2,0.1
2013,1,460,5581978.424790001,5,0.1
2013,2,461,5188640.38026,3,0.1
2013,4,463,588552.2888,2,0.1
2013,5,464,4093635.9181,2,0.1
2013,6,465,126303.74432999999,2,0.1
2013,7,466,545774.90547,4,0.1
2013,8,467,5478257.2176,7,0.1
2013,9,468,513729.64367,2,0.1
2013,10,469,382512.0942,1,0.1
2013,11,470,4160732.1352,2,0.1
2013,12,471,4230070.0862,2,0.1
2013,13,472,16301861.41644,10,0.1
2013,14,473,18581657.50201,7,0.1
2013,15,474,19073210.7174,6,0.1
2013,16,475,553592.7339,3,0.1
2013,17,476,1668239.9115999998,3,0.1
2013,18,477,13703002.526250001,15,0.1
2013,19,478,2225470.9969,5,0.1
2013,21,480,835421.4202,4,0.1
2013,22,481,5069008.228,12,0.1
2013,23,482,11612613.83358,21,0.1
2013,24,483,3355021.9937899997,9,0.1
2013,25,484,13757066.08056,34,0.1
2013,26,485,14915702.1892,51,0.1
2013,27,486,10099748.489020001,25,0.1
2013,28,487,47060495.39412,79,0.1
2013,29,488,47875311.37611,78,0.1
2013,30,489,19255105.07375,48,0.1
2013,31,490,6047238.35252,8,0.1
2013,32,491,1288500.6118700001,4,0.1
2013,33,492,1034915.8946,5,0.1
2013,34,493,1060250.077,1,0.1
2013,39,498,587388.0278,1,0.1
2013,40,499,886380.6751000001,2,0.1
2013,41,500,587388.0278,1,0.1
2013,45,504,426455.38532,3,0.1
2013,46,505,470185.155,1,0.1
2014,1,506,56730.34791,1,0.1
2014,2,507,274134.11731,3,0.1
2014,3,508,8514006.90643,18,0.1
2014,4,509,1683069.5396,5,0.1
2014,5,510,8353691.71045,27,0.1
2014,6,511,18537893.87059,29,0.1
2014,7,512,3439711.2366899997,3,0.1
2014,8,513,16737542.340909999,17,0.1
2014,9,514,755087.3733999999,4,0.1
2014,10,515,6247762.94147,11,0.1
2014,11,516,7823460.7140999995,2,0.1
2014,12,517,5205444.3768,2,0.1
2014,13,518,487926.128,3,0.1
2014,14,519,2231077.7181,3,0.1
2014,15,520,72955852.57636999,15,0.1
2014,16,521,16684745.8277,3,0.1
2014,17,522,4461514.69233,11,0.1
2014,18,523,37180329.49025,28,0.1
2014,19,524,1070619.66006,9,0.1
2014,20,525,2855842.8925,10,0.1
2014,21,526,25571734.96839,10,0.1
2014,22,527,12082045.254519999,4,0.1
2014,23,528,26595222.36306,22,0.1
2014,24,529,11159770.26954,7,0.1
2014,25,530,37111758.99432,48,0.1
2014,26,531,62142691.58626,76,0.1
2014,27,532,39893500.367300004,63,0.1
2014,28,533,53832239.76077,20,0.1
2014,29,534,17797803.009060003,7,0.1
2014,30,535,33573024.70565,7,0.1
2014,31,536,8519206.151039999,9,0.1
2014,32,537,252904.58419999998,2,0.1
2014,33,538,370102.5698,3,0.1
